SalesOrderID	RevisionNumber	OrderDate	DueDate	ShipDate	Status	OnlineOrderFlag	SalesOrderNumber	PurchaseOrderNumber	AccountNumber	CustomerID	SalesPersonID	TerritoryID	BillToAddressID	ShipToAddressID	ShipMethodID	CreditCardID	CreditCardApprovalCode	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	Comment	rowguid	ModifiedDate
43902	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43902	PO5858178400	10-4020-000566	29507	279	5	972	972	5	13160	48289Vi68229	NULL	52803.4477	5091.7865	1591.1833	59486.4175	NULL	F8F9C176-5E4A-4BA2-BE54-F8AC8FD9BA73	2011-07-08 00:00:00.000
43903	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43903	PO5800178059	10-4020-000063	29968	279	5	915	915	5	13420	78316Vi69516	NULL	20.1865	1.6149	0.5047	22.3061	NULL	25285544-48E7-4A9C-823E-372FEB4AFADF	2011-07-08 00:00:00.000
43904	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43904	PO6351158788	10-4020-000255	30095	277	4	587	587	5	13104	108328Vi67850	NULL	11361.2706	1093.5814	341.7442	12796.5962	NULL	20411124-306D-497E-AC31-EE15849C39FE	2011-07-08 00:00:00.000
43905	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43905	PO6293113391	10-4020-000612	29846	279	5	979	979	5	10234	128341Vi52839	NULL	9880.2666	950.9438	297.1699	11128.3803	NULL	FB218B2C-568F-4635-93AB-FA5A5E75A45A	2011-07-08 00:00:00.000
43906	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43906	PO6438197212	10-4020-000309	29523	277	4	593	593	5	15321	48355Vi79183	NULL	32971.323	3162.1366	988.1677	37121.6273	NULL	474F9D4D-7522-4C5E-A134-BD9CCAAB82A2	2011-07-08 00:00:00.000
43907	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43907	PO6641115253	10-4020-000342	29791	275	2	792	792	5	4835	68422Vi25408	NULL	14660.3024	1407.7759	439.93	16508.0083	NULL	4CFDEC28-E963-4A6F-B3FA-6F95A187C6E7	2011-07-08 00:00:00.000
43908	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43908	PO6670111729	10-4020-000432	29731	275	2	802	802	5	161	108440Vi848	NULL	2561.5408	246.3213	76.9754	2884.8375	NULL	5DA55856-EF8C-4A3C-910F-1FD7FD8A6945	2011-07-08 00:00:00.000
43909	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43909	PO7221199520	10-4020-000326	29787	283	1	869	869	5	11815	98465Vi61077	NULL	25493.3215	2461.1244	769.1014	28723.5473	NULL	6ED53DD5-87BB-49FD-9431-6F0DF9D9C72D	2011-07-08 00:00:00.000
43910	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43910	PO7598186753	10-4020-000045	29963	279	5	913	913	5	8103	68484Vi41999	NULL	19411.9336	1867.3968	583.5615	21862.8919	NULL	A62AF14D-62E0-482C-A10F-DED5EF75712F	2011-07-08 00:00:00.000
43911	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43911	PO7627190040	10-4020-000433	29617	280	1	880	880	5	10270	108496Vi53004	NULL	19734.8665	1896.6545	592.7045	22224.2255	NULL	EA7BA0CE-FC7C-4CFC-B88B-3779BE2A47E4	2011-07-08 00:00:00.000
43912	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43912	PO7656175368	10-4020-000403	29853	276	4	1056	1056	5	12177	108504Vi62954	NULL	13078.2699	1258.9537	393.423	14730.6466	NULL	4D0B2265-2CDD-4F0F-B18C-48A57D2247AA	2011-07-08 00:00:00.000
